,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,Meldedatum,NeuerFall,date
7003,Bayern,SK Memmingen,A60-A79,M,1,0,1585008000000,0,24-03-2020
7004,Bayern,SK Memmingen,A60-A79,W,1,0,1584489600000,0,18-03-2020
7005,Bayern,SK Memmingen,A80+,M,1,0,1584662400000,0,20-03-2020
7006,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A05-A14,M,1,0,1585094400000,1,25-03-2020
7007,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A05-A14,W,1,0,1584316800000,0,16-03-2020
7008,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,M,1,0,1583884800000,0,11-03-2020
7009,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,M,1,0,1583971200000,0,12-03-2020
7010,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,M,1,0,1584576000000,0,19-03-2020
7011,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,M,1,0,1584921600000,0,23-03-2020
7012,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,W,1,0,1584316800000,0,16-03-2020
7013,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,W,1,0,1584921600000,0,23-03-2020
7014,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A15-A34,W,3,0,1585094400000,1,25-03-2020
7015,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,M,2,0,1584316800000,0,16-03-2020
7016,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,M,1,0,1584576000000,0,19-03-2020
7017,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,M,1,0,1584662400000,0,20-03-2020
7018,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,M,3,0,1584921600000,0,23-03-2020
7019,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,M,1,0,1585008000000,0,24-03-2020
7020,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,M,1,0,1585180800000,1,26-03-2020
7021,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,W,2,0,1584921600000,0,23-03-2020
7022,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A35-A59,W,2,0,1585094400000,1,25-03-2020
7023,Sachsen-Anhalt,LK Anhalt-Bitterfeld,A60-A79,W,1,0,1585180800000,1,26-03-2020
7024,Nordrhein-Westfalen,LK Höxter,A15-A34,M,1,0,1584662400000,0,20-03-2020
7025,Nordrhein-Westfalen,LK Höxter,A15-A34,M,2,0,1585008000000,0,24-03-2020
7026,Nordrhein-Westfalen,LK Höxter,A15-A34,M,1,0,1585094400000,0,25-03-2020
7027,Nordrhein-Westfalen,LK Höxter,A15-A34,W,1,0,1584403200000,0,17-03-2020
7028,Nordrhein-Westfalen,LK Höxter,A15-A34,W,1,0,1584576000000,0,19-03-2020
7029,Nordrhein-Westfalen,LK Höxter,A15-A34,W,1,0,1585008000000,0,24-03-2020
7030,Nordrhein-Westfalen,LK Höxter,A35-A59,M,1,0,1584144000000,0,14-03-2020
7031,Nordrhein-Westfalen,LK Höxter,A35-A59,M,1,0,1584403200000,0,17-03-2020
7032,Nordrhein-Westfalen,LK Höxter,A35-A59,M,1,0,1584576000000,0,19-03-2020
7033,Nordrhein-Westfalen,LK Höxter,A35-A59,M,3,0,1584662400000,0,20-03-2020
7034,Nordrhein-Westfalen,LK Höxter,A35-A59,M,2,0,1584921600000,0,23-03-2020
7035,Nordrhein-Westfalen,LK Höxter,A35-A59,M,2,0,1585008000000,0,24-03-2020
7036,Nordrhein-Westfalen,LK Höxter,A35-A59,M,3,0,1585180800000,1,26-03-2020
7037,Nordrhein-Westfalen,LK Höxter,A35-A59,W,1,0,1584144000000,0,14-03-2020
7038,Nordrhein-Westfalen,LK Höxter,A35-A59,W,2,0,1584403200000,0,17-03-2020
7039,Nordrhein-Westfalen,LK Höxter,A35-A59,W,3,0,1584576000000,0,19-03-2020
7040,Nordrhein-Westfalen,LK Höxter,A35-A59,W,1,0,1584662400000,0,20-03-2020
7041,Nordrhein-Westfalen,LK Höxter,A35-A59,W,1,0,1585008000000,0,24-03-2020
7042,Nordrhein-Westfalen,LK Höxter,A35-A59,W,1,0,1585094400000,0,25-03-2020
7043,Nordrhein-Westfalen,LK Höxter,A35-A59,W,1,0,1585180800000,1,26-03-2020
7044,Nordrhein-Westfalen,LK Höxter,A60-A79,M,1,0,1584403200000,0,17-03-2020
7045,Nordrhein-Westfalen,LK Höxter,A60-A79,M,2,0,1584576000000,0,19-03-2020
7046,Nordrhein-Westfalen,LK Höxter,A60-A79,M,1,0,1584662400000,0,20-03-2020
7047,Nordrhein-Westfalen,LK Höxter,A60-A79,M,2,0,1585094400000,0,25-03-2020
7048,Nordrhein-Westfalen,LK Höxter,A60-A79,M,1,0,1585180800000,1,26-03-2020
7049,Nordrhein-Westfalen,LK Höxter,A60-A79,W,1,0,1585180800000,1,26-03-2020
7050,Nordrhein-Westfalen,LK Höxter,A80+,M,1,0,1585094400000,0,25-03-2020
7051,Bayern,LK Garmisch-Partenkirchen,A00-A04,M,1,0,1584489600000,0,18-03-2020
7052,Bayern,LK Garmisch-Partenkirchen,A05-A14,M,2,0,1584921600000,0,23-03-2020
7053,Bayern,LK Garmisch-Partenkirchen,A15-A34,M,1,0,1584489600000,0,18-03-2020
7054,Bayern,LK Garmisch-Partenkirchen,A15-A34,M,1,0,1584576000000,0,19-03-2020
7055,Bayern,LK Garmisch-Partenkirchen,A15-A34,M,1,0,1584662400000,0,20-03-2020
7056,Bayern,LK Garmisch-Partenkirchen,A15-A34,M,1,0,1584835200000,0,22-03-2020
7057,Bayern,LK Garmisch-Partenkirchen,A15-A34,M,1,0,1585094400000,0,25-03-2020
7058,Bayern,LK Garmisch-Partenkirchen,A15-A34,unbekannt,1,0,1585180800000,1,26-03-2020
7059,Bayern,LK Garmisch-Partenkirchen,A15-A34,W,1,0,1584489600000,0,18-03-2020
7060,Bayern,LK Garmisch-Partenkirchen,A15-A34,W,1,0,1584576000000,0,19-03-2020
7061,Bayern,LK Garmisch-Partenkirchen,A15-A34,W,1,0,1584662400000,0,20-03-2020
7062,Bayern,LK Garmisch-Partenkirchen,A15-A34,W,2,0,1584748800000,0,21-03-2020
7063,Bayern,LK Garmisch-Partenkirchen,A15-A34,W,1,0,1584835200000,0,22-03-2020
7064,Bayern,LK Garmisch-Partenkirchen,A15-A34,W,1,0,1585008000000,0,24-03-2020
7065,Bayern,LK Garmisch-Partenkirchen,A15-A34,W,1,0,1585094400000,0,25-03-2020
7066,Bayern,LK Garmisch-Partenkirchen,A15-A34,W,1,0,1585180800000,1,26-03-2020
7067,Bayern,LK Garmisch-Partenkirchen,A35-A59,M,1,0,1583712000000,0,09-03-2020
7068,Bayern,LK Garmisch-Partenkirchen,A35-A59,M,1,0,1584144000000,0,14-03-2020
7069,Bayern,LK Garmisch-Partenkirchen,A35-A59,M,1,0,1584316800000,0,16-03-2020
7070,Bayern,LK Garmisch-Partenkirchen,A35-A59,M,1,0,1584403200000,0,17-03-2020
7071,Bayern,LK Garmisch-Partenkirchen,A35-A59,M,5,0,1584489600000,0,18-03-2020
7072,Bayern,LK Garmisch-Partenkirchen,A35-A59,M,3,0,1584576000000,0,19-03-2020
7073,Bayern,LK Garmisch-Partenkirchen,A35-A59,M,1,0,1584662400000,0,20-03-2020
7074,Bayern,LK Garmisch-Partenkirchen,A35-A59,M,3,0,1584748800000,0,21-03-2020
7075,Bayern,LK Garmisch-Partenkirchen,A35-A59,M,1,0,1584835200000,0,22-03-2020
7076,Bayern,LK Garmisch-Partenkirchen,A35-A59,M,1,0,1584921600000,0,23-03-2020
7077,Bayern,LK Garmisch-Partenkirchen,A35-A59,M,1,0,1585008000000,0,24-03-2020
7078,Bayern,LK Garmisch-Partenkirchen,A35-A59,M,2,0,1585094400000,0,25-03-2020
7079,Bayern,LK Garmisch-Partenkirchen,A35-A59,W,1,0,1584057600000,0,13-03-2020
7080,Bayern,LK Garmisch-Partenkirchen,A35-A59,W,1,0,1584144000000,0,14-03-2020
7081,Bayern,LK Garmisch-Partenkirchen,A35-A59,W,1,0,1584576000000,0,19-03-2020
7082,Bayern,LK Garmisch-Partenkirchen,A35-A59,W,2,0,1584748800000,0,21-03-2020
7083,Bayern,LK Garmisch-Partenkirchen,A35-A59,W,1,0,1584835200000,0,22-03-2020
7084,Bayern,LK Garmisch-Partenkirchen,A35-A59,W,2,0,1585094400000,0,25-03-2020
7085,Bayern,LK Garmisch-Partenkirchen,A35-A59,W,2,0,1585094400000,1,25-03-2020
7086,Bayern,LK Garmisch-Partenkirchen,A35-A59,W,2,0,1585180800000,1,26-03-2020
7087,Bayern,LK Garmisch-Partenkirchen,A60-A79,M,1,0,1584489600000,0,18-03-2020
7088,Bayern,LK Garmisch-Partenkirchen,A60-A79,M,1,0,1584576000000,0,19-03-2020
7089,Bayern,LK Garmisch-Partenkirchen,A60-A79,M,1,0,1584835200000,0,22-03-2020
7090,Bayern,LK Garmisch-Partenkirchen,A60-A79,M,1,0,1585008000000,0,24-03-2020
7091,Bayern,LK Garmisch-Partenkirchen,A60-A79,M,3,0,1585094400000,0,25-03-2020
7092,Bayern,LK Garmisch-Partenkirchen,A60-A79,M,1,0,1585094400000,1,25-03-2020
7093,Bayern,LK Garmisch-Partenkirchen,A60-A79,W,1,0,1583798400000,0,10-03-2020
7094,Bayern,LK Garmisch-Partenkirchen,A60-A79,W,2,0,1584489600000,0,18-03-2020
7095,Bayern,LK Garmisch-Partenkirchen,A60-A79,W,1,0,1584662400000,0,20-03-2020
7096,Bayern,LK Garmisch-Partenkirchen,A60-A79,W,1,0,1585008000000,0,24-03-2020
7097,Bayern,LK Garmisch-Partenkirchen,A80+,M,1,0,1584835200000,0,22-03-2020
7098,Bayern,LK Garmisch-Partenkirchen,A80+,M,1,0,1585008000000,0,24-03-2020
7099,Bayern,LK Garmisch-Partenkirchen,A80+,M,2,0,1585180800000,1,26-03-2020
7100,Bayern,LK Garmisch-Partenkirchen,A80+,W,1,0,1584835200000,0,22-03-2020
7101,Bayern,LK Garmisch-Partenkirchen,A80+,W,1,0,1585008000000,0,24-03-2020
7102,Bayern,LK Garmisch-Partenkirchen,A80+,W,1,0,1585180800000,1,26-03-2020
7103,Niedersachsen,LK Lüchow-Dannenberg,A15-A34,W,1,0,1584662400000,0,20-03-2020
7104,Niedersachsen,LK Lüchow-Dannenberg,A35-A59,W,1,0,1585094400000,0,25-03-2020
7105,Niedersachsen,LK Lüchow-Dannenberg,A60-A79,M,2,0,1584662400000,0,20-03-2020
7106,Niedersachsen,LK Lüchow-Dannenberg,A60-A79,W,1,0,1584576000000,0,19-03-2020
7107,Niedersachsen,LK Lüchow-Dannenberg,A60-A79,W,2,0,1584662400000,0,20-03-2020
7108,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A05-A14,M,1,0,1584662400000,0,20-03-2020
7109,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A05-A14,M,1,0,1585094400000,1,25-03-2020
7110,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A05-A14,W,1,0,1584662400000,0,20-03-2020
7111,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,M,1,0,1583107200000,0,02-03-2020
7112,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,M,1,0,1584316800000,0,16-03-2020
7113,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,M,2,0,1584403200000,0,17-03-2020
7114,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,M,6,0,1584576000000,0,19-03-2020
7115,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,M,3,0,1584662400000,0,20-03-2020
7116,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,M,2,0,1584748800000,0,21-03-2020
7117,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,M,2,0,1584835200000,0,22-03-2020
7118,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,M,2,0,1584921600000,0,23-03-2020
7119,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,M,2,0,1585094400000,1,25-03-2020
7120,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,W,1,0,1583798400000,0,10-03-2020
7121,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,W,1,0,1584403200000,0,17-03-2020
7122,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,W,3,0,1584489600000,0,18-03-2020
7123,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,W,3,0,1584576000000,0,19-03-2020
7124,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,W,1,0,1584662400000,0,20-03-2020
7125,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,W,1,0,1584748800000,0,21-03-2020
7126,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,W,2,0,1584835200000,0,22-03-2020
7127,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,W,1,0,1585008000000,0,24-03-2020
7128,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A15-A34,W,1,0,1585094400000,1,25-03-2020
7129,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,1,0,1583193600000,0,03-03-2020
7130,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,1,0,1583884800000,0,11-03-2020
7131,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,1,0,1583971200000,0,12-03-2020
7132,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,5,0,1584057600000,0,13-03-2020
7133,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,1,0,1584144000000,0,14-03-2020
7134,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,1,0,1584230400000,0,15-03-2020
7135,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,3,0,1584316800000,0,16-03-2020
7136,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,2,0,1584403200000,0,17-03-2020
7137,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,1,0,1584489600000,0,18-03-2020
7138,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,12,0,1584576000000,0,19-03-2020
7139,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,5,0,1584662400000,0,20-03-2020
7140,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,5,0,1584748800000,0,21-03-2020
7141,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,3,0,1584835200000,0,22-03-2020
7142,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,3,0,1584921600000,0,23-03-2020
7143,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,9,0,1585008000000,0,24-03-2020
7144,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,1,0,1585008000000,1,24-03-2020
7145,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,M,6,0,1585094400000,1,25-03-2020
7146,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,2,0,1583884800000,0,11-03-2020
7147,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,1,0,1583971200000,0,12-03-2020
7148,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,1,0,1584057600000,0,13-03-2020
7149,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,1,0,1584144000000,0,14-03-2020
7150,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,3,0,1584316800000,0,16-03-2020
7151,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,5,0,1584403200000,0,17-03-2020
7152,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,1,0,1584489600000,0,18-03-2020
7153,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,10,0,1584576000000,0,19-03-2020
7154,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,5,0,1584662400000,0,20-03-2020
7155,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,3,0,1584748800000,0,21-03-2020
7156,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,3,0,1584835200000,0,22-03-2020
7157,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,4,0,1584921600000,0,23-03-2020
7158,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,7,0,1585008000000,0,24-03-2020
7159,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,1,0,1585008000000,1,24-03-2020
7160,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A35-A59,W,5,0,1585094400000,1,25-03-2020
7161,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,M,1,0,1583884800000,0,11-03-2020
7162,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,M,2,0,1584057600000,0,13-03-2020
7163,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,M,1,0,1584144000000,0,14-03-2020
7164,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,M,3,0,1584316800000,0,16-03-2020
7165,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,M,3,0,1584576000000,0,19-03-2020
7166,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,M,5,0,1584662400000,0,20-03-2020
7167,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,M,1,0,1585008000000,0,24-03-2020
7168,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,M,2,0,1585094400000,1,25-03-2020
7169,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,W,1,0,1584489600000,0,18-03-2020
7170,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,W,1,0,1584576000000,0,19-03-2020
7171,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,W,1,0,1584662400000,0,20-03-2020
7172,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,W,2,0,1584835200000,0,22-03-2020
7173,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,W,1,0,1584921600000,0,23-03-2020
7174,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,W,8,0,1585008000000,0,24-03-2020
7175,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A60-A79,W,2,0,1585094400000,1,25-03-2020
7176,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,M,1,1,1584576000000,0,19-03-2020
7177,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,M,1,0,1584662400000,0,20-03-2020
7178,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,M,1,0,1584748800000,0,21-03-2020
7179,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,M,1,0,1584835200000,0,22-03-2020
7180,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,M,1,0,1585008000000,0,24-03-2020
7181,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,M,3,0,1585094400000,1,25-03-2020
7182,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,W,1,1,1584489600000,0,18-03-2020
7183,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,W,1,0,1584662400000,0,20-03-2020
7184,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,W,1,1,1584662400000,0,20-03-2020
7185,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,W,1,0,1584748800000,0,21-03-2020
7186,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,W,4,0,1584835200000,0,22-03-2020
7187,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,W,1,0,1584921600000,0,23-03-2020
7188,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,W,16,0,1585008000000,0,24-03-2020
7189,Nordrhein-Westfalen,LK Rhein-Kreis Neuss,A80+,W,7,0,1585094400000,1,25-03-2020
7190,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A05-A14,M,1,0,1584144000000,0,14-03-2020
7191,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A05-A14,M,1,0,1584489600000,0,18-03-2020
7192,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A05-A14,M,1,0,1584921600000,0,23-03-2020
7193,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A05-A14,W,1,0,1583193600000,1,03-03-2020
7194,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,M,3,0,1584144000000,0,14-03-2020
7195,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,M,2,0,1584316800000,0,16-03-2020
7196,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,M,1,0,1584403200000,0,17-03-2020
7197,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,M,7,0,1584489600000,0,18-03-2020
7198,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,M,3,0,1584576000000,0,19-03-2020
7199,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,M,6,0,1584662400000,0,20-03-2020
7200,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,M,1,0,1584748800000,0,21-03-2020
7201,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,M,1,0,1584921600000,0,23-03-2020
7202,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,M,1,0,1585008000000,0,24-03-2020
7203,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,M,1,0,1585008000000,1,24-03-2020
7204,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,M,1,0,1585094400000,1,25-03-2020
7205,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,W,2,0,1583971200000,0,12-03-2020
7206,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,W,2,0,1584144000000,0,14-03-2020
7207,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,W,1,0,1584230400000,0,15-03-2020
7208,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,W,4,0,1584403200000,0,17-03-2020
7209,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,W,4,0,1584489600000,0,18-03-2020
7210,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,W,1,0,1584576000000,0,19-03-2020
7211,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,W,1,0,1584921600000,0,23-03-2020
7212,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,W,1,0,1585008000000,0,24-03-2020
7213,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A15-A34,W,4,0,1585008000000,1,24-03-2020
7214,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,1,0,1582675200000,0,26-02-2020
7215,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,1,0,1582848000000,0,28-02-2020
7216,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,1,0,1583193600000,1,03-03-2020
7217,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,1,0,1583280000000,0,04-03-2020
7218,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,1,0,1583452800000,0,06-03-2020
7219,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,1,0,1583539200000,0,07-03-2020
7220,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,2,0,1583712000000,0,09-03-2020
7221,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,2,0,1583884800000,0,11-03-2020
7222,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,2,0,1583971200000,0,12-03-2020
7223,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,2,0,1584057600000,0,13-03-2020
7224,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,2,0,1584144000000,0,14-03-2020
7225,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,1,0,1584230400000,0,15-03-2020
7226,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,4,0,1584316800000,0,16-03-2020
7227,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,9,0,1584403200000,0,17-03-2020
7228,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,9,0,1584489600000,0,18-03-2020
7229,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,8,0,1584576000000,0,19-03-2020
7230,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,4,0,1584662400000,0,20-03-2020
7231,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,2,0,1584748800000,0,21-03-2020
7232,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,3,0,1584835200000,0,22-03-2020
7233,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,3,0,1584921600000,0,23-03-2020
7234,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,2,0,1585008000000,0,24-03-2020
7235,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,M,7,0,1585008000000,1,24-03-2020
7236,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,1,0,1582761600000,1,27-02-2020
7237,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,1,0,1583366400000,0,05-03-2020
7238,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,1,0,1583712000000,0,09-03-2020
7239,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,1,0,1583884800000,0,11-03-2020
7240,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,2,0,1583971200000,0,12-03-2020
7241,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,2,0,1584057600000,0,13-03-2020
7242,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,2,0,1584144000000,0,14-03-2020
7243,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,5,0,1584316800000,0,16-03-2020
7244,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,7,0,1584403200000,0,17-03-2020
7245,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,10,0,1584489600000,0,18-03-2020
7246,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,7,0,1584576000000,0,19-03-2020
7247,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,7,0,1584662400000,0,20-03-2020
7248,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,4,0,1584748800000,0,21-03-2020
7249,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,1,0,1584835200000,0,22-03-2020
7250,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,7,0,1585008000000,0,24-03-2020
7251,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,5,0,1585008000000,1,24-03-2020
7252,Baden-Württemberg,LK Breisgau-Hochschwarzwald,A35-A59,W,2,0,1585094400000,1,25-03-2020
