,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,Meldedatum,NeuerFall,date
0,Rheinland-Pfalz,SK Worms,A15-A34,M,2,0,1584403200000,0,17-03-2020
1,Rheinland-Pfalz,SK Worms,A15-A34,M,1,0,1584662400000,0,20-03-2020
2,Rheinland-Pfalz,SK Worms,A15-A34,M,2,0,1584748800000,0,21-03-2020
3,Rheinland-Pfalz,SK Worms,A15-A34,M,1,0,1585008000000,0,24-03-2020
4,Rheinland-Pfalz,SK Worms,A15-A34,M,1,0,1585094400000,1,25-03-2020
5,Rheinland-Pfalz,SK Worms,A15-A34,W,1,0,1584144000000,0,14-03-2020
6,Rheinland-Pfalz,SK Worms,A15-A34,W,1,0,1584403200000,0,17-03-2020
7,Rheinland-Pfalz,SK Worms,A15-A34,W,2,0,1584576000000,0,19-03-2020
8,Rheinland-Pfalz,SK Worms,A15-A34,W,1,0,1584835200000,0,22-03-2020
9,Rheinland-Pfalz,SK Worms,A15-A34,W,2,0,1584921600000,0,23-03-2020
10,Rheinland-Pfalz,SK Worms,A15-A34,W,2,0,1585008000000,0,24-03-2020
11,Rheinland-Pfalz,SK Worms,A15-A34,W,1,0,1585094400000,1,25-03-2020
12,Rheinland-Pfalz,SK Worms,A35-A59,M,8,0,1584403200000,0,17-03-2020
13,Rheinland-Pfalz,SK Worms,A35-A59,M,4,0,1584489600000,0,18-03-2020
14,Rheinland-Pfalz,SK Worms,A35-A59,M,4,0,1584576000000,0,19-03-2020
15,Rheinland-Pfalz,SK Worms,A35-A59,M,3,0,1584662400000,0,20-03-2020
16,Rheinland-Pfalz,SK Worms,A35-A59,M,1,0,1584748800000,0,21-03-2020
17,Rheinland-Pfalz,SK Worms,A35-A59,M,1,0,1584835200000,0,22-03-2020
18,Rheinland-Pfalz,SK Worms,A35-A59,M,2,0,1584921600000,0,23-03-2020
19,Rheinland-Pfalz,SK Worms,A35-A59,M,1,0,1585008000000,0,24-03-2020
20,Rheinland-Pfalz,SK Worms,A35-A59,W,1,0,1584403200000,0,17-03-2020
21,Rheinland-Pfalz,SK Worms,A35-A59,W,1,0,1584576000000,0,19-03-2020
22,Rheinland-Pfalz,SK Worms,A35-A59,W,3,0,1584662400000,0,20-03-2020
23,Rheinland-Pfalz,SK Worms,A35-A59,W,1,0,1584748800000,0,21-03-2020
24,Rheinland-Pfalz,SK Worms,A35-A59,W,2,0,1584835200000,0,22-03-2020
25,Rheinland-Pfalz,SK Worms,A35-A59,W,2,0,1584921600000,0,23-03-2020
26,Rheinland-Pfalz,SK Worms,A35-A59,W,1,0,1585094400000,0,25-03-2020
27,Rheinland-Pfalz,SK Worms,A60-A79,W,2,0,1584835200000,0,22-03-2020
28,Rheinland-Pfalz,SK Worms,A80+,M,1,0,1585180800000,1,26-03-2020
29,Rheinland-Pfalz,LK Bitburg-Prüm,A05-A14,W,1,0,1584576000000,0,19-03-2020
30,Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,M,1,0,1584144000000,0,14-03-2020
31,Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,M,1,0,1584230400000,0,15-03-2020
32,Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,M,2,0,1584316800000,0,16-03-2020
33,Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,M,2,0,1584662400000,0,20-03-2020
34,Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,M,1,0,1584748800000,0,21-03-2020
35,Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,W,1,0,1584316800000,0,16-03-2020
36,Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,W,1,0,1584403200000,0,17-03-2020
37,Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,W,1,0,1584662400000,0,20-03-2020
38,Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,W,1,0,1584748800000,0,21-03-2020
39,Rheinland-Pfalz,LK Bitburg-Prüm,A15-A34,W,1,0,1585008000000,0,24-03-2020
40,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,1,0,1583971200000,0,12-03-2020
41,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,2,0,1584057600000,0,13-03-2020
42,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,5,0,1584144000000,0,14-03-2020
43,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,1,0,1584230400000,0,15-03-2020
44,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,1,0,1584403200000,0,17-03-2020
45,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,2,0,1584489600000,0,18-03-2020
46,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,1,0,1584576000000,0,19-03-2020
47,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,1,0,1584662400000,0,20-03-2020
48,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,2,0,1584748800000,0,21-03-2020
49,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,1,0,1584835200000,0,22-03-2020
50,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,M,2,0,1585008000000,0,24-03-2020
51,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,2,0,1583971200000,0,12-03-2020
52,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,2,0,1584316800000,0,16-03-2020
53,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,4,0,1584489600000,0,18-03-2020
54,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,3,0,1584662400000,0,20-03-2020
55,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,1,0,1584835200000,0,22-03-2020
56,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,2,0,1584921600000,0,23-03-2020
57,Rheinland-Pfalz,LK Bitburg-Prüm,A35-A59,W,1,0,1585008000000,0,24-03-2020
58,Rheinland-Pfalz,LK Bitburg-Prüm,A60-A79,M,1,0,1583539200000,0,07-03-2020
59,Rheinland-Pfalz,LK Bitburg-Prüm,A60-A79,M,1,0,1584230400000,0,15-03-2020
60,Rheinland-Pfalz,LK Bitburg-Prüm,A60-A79,W,1,0,1584489600000,0,18-03-2020
61,Rheinland-Pfalz,LK Bitburg-Prüm,A60-A79,W,1,0,1584748800000,0,21-03-2020
62,Rheinland-Pfalz,LK Bitburg-Prüm,A60-A79,W,3,0,1585008000000,0,24-03-2020
63,Nordrhein-Westfalen,LK Wesel,A00-A04,W,1,0,1584662400000,0,20-03-2020
64,Nordrhein-Westfalen,LK Wesel,A15-A34,M,3,0,1584316800000,0,16-03-2020
65,Nordrhein-Westfalen,LK Wesel,A15-A34,M,2,0,1584403200000,0,17-03-2020
66,Nordrhein-Westfalen,LK Wesel,A15-A34,M,5,0,1584489600000,0,18-03-2020
67,Nordrhein-Westfalen,LK Wesel,A15-A34,M,1,0,1584576000000,0,19-03-2020
68,Nordrhein-Westfalen,LK Wesel,A15-A34,M,2,0,1584662400000,0,20-03-2020
69,Nordrhein-Westfalen,LK Wesel,A15-A34,M,2,0,1584748800000,0,21-03-2020
70,Nordrhein-Westfalen,LK Wesel,A15-A34,M,1,0,1585008000000,0,24-03-2020
71,Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1582848000000,0,28-02-2020
72,Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584144000000,0,14-03-2020
73,Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584316800000,0,16-03-2020
74,Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584403200000,0,17-03-2020
75,Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584489600000,0,18-03-2020
76,Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584576000000,0,19-03-2020
77,Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584662400000,0,20-03-2020
78,Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1584921600000,0,23-03-2020
79,Nordrhein-Westfalen,LK Wesel,A15-A34,W,1,0,1585008000000,0,24-03-2020
80,Nordrhein-Westfalen,LK Wesel,A15-A34,W,2,0,1585094400000,0,25-03-2020
81,Nordrhein-Westfalen,LK Wesel,A35-A59,M,1,0,1583712000000,0,09-03-2020
82,Nordrhein-Westfalen,LK Wesel,A35-A59,M,3,0,1583798400000,0,10-03-2020
83,Nordrhein-Westfalen,LK Wesel,A35-A59,M,1,0,1583884800000,0,11-03-2020
84,Nordrhein-Westfalen,LK Wesel,A35-A59,M,3,0,1583971200000,0,12-03-2020
85,Nordrhein-Westfalen,LK Wesel,A35-A59,M,5,0,1584057600000,0,13-03-2020
86,Nordrhein-Westfalen,LK Wesel,A35-A59,M,3,0,1584144000000,0,14-03-2020
87,Nordrhein-Westfalen,LK Wesel,A35-A59,M,4,0,1584316800000,0,16-03-2020
88,Nordrhein-Westfalen,LK Wesel,A35-A59,M,10,0,1584403200000,0,17-03-2020
89,Nordrhein-Westfalen,LK Wesel,A35-A59,M,4,0,1584489600000,0,18-03-2020
90,Nordrhein-Westfalen,LK Wesel,A35-A59,M,9,0,1584576000000,0,19-03-2020
91,Nordrhein-Westfalen,LK Wesel,A35-A59,M,3,0,1584662400000,0,20-03-2020
92,Nordrhein-Westfalen,LK Wesel,A35-A59,M,7,0,1584921600000,0,23-03-2020
93,Nordrhein-Westfalen,LK Wesel,A35-A59,M,1,0,1585008000000,0,24-03-2020
94,Nordrhein-Westfalen,LK Wesel,A35-A59,M,1,0,1585094400000,0,25-03-2020
95,Nordrhein-Westfalen,LK Wesel,A35-A59,W,1,0,1583798400000,0,10-03-2020
96,Nordrhein-Westfalen,LK Wesel,A35-A59,W,1,0,1583884800000,0,11-03-2020
97,Nordrhein-Westfalen,LK Wesel,A35-A59,W,3,0,1583971200000,0,12-03-2020
98,Nordrhein-Westfalen,LK Wesel,A35-A59,W,2,0,1584057600000,0,13-03-2020
99,Nordrhein-Westfalen,LK Wesel,A35-A59,W,2,0,1584144000000,0,14-03-2020
100,Nordrhein-Westfalen,LK Wesel,A35-A59,W,9,0,1584316800000,0,16-03-2020
101,Nordrhein-Westfalen,LK Wesel,A35-A59,W,7,0,1584403200000,0,17-03-2020
102,Nordrhein-Westfalen,LK Wesel,A35-A59,W,1,0,1584489600000,0,18-03-2020
103,Nordrhein-Westfalen,LK Wesel,A35-A59,W,8,0,1584576000000,0,19-03-2020
104,Nordrhein-Westfalen,LK Wesel,A35-A59,W,6,0,1584662400000,0,20-03-2020
105,Nordrhein-Westfalen,LK Wesel,A35-A59,W,3,0,1584921600000,0,23-03-2020
106,Nordrhein-Westfalen,LK Wesel,A35-A59,W,1,0,1585008000000,0,24-03-2020
107,Nordrhein-Westfalen,LK Wesel,A35-A59,W,1,0,1585094400000,0,25-03-2020
108,Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,0,1583884800000,0,11-03-2020
109,Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,0,1584144000000,0,14-03-2020
110,Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,0,1584316800000,0,16-03-2020
111,Nordrhein-Westfalen,LK Wesel,A60-A79,M,2,0,1584403200000,0,17-03-2020
112,Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,0,1584489600000,0,18-03-2020
113,Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,1,1584489600000,0,18-03-2020
114,Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,0,1584576000000,0,19-03-2020
115,Nordrhein-Westfalen,LK Wesel,A60-A79,M,2,0,1584748800000,0,21-03-2020
116,Nordrhein-Westfalen,LK Wesel,A60-A79,M,1,0,1584921600000,0,23-03-2020
117,Nordrhein-Westfalen,LK Wesel,A60-A79,M,2,0,1585094400000,0,25-03-2020
118,Nordrhein-Westfalen,LK Wesel,A60-A79,W,1,0,1583971200000,0,12-03-2020
119,Nordrhein-Westfalen,LK Wesel,A60-A79,W,1,0,1584057600000,0,13-03-2020
120,Nordrhein-Westfalen,LK Wesel,A60-A79,W,2,0,1584144000000,0,14-03-2020
121,Nordrhein-Westfalen,LK Wesel,A60-A79,W,2,0,1584316800000,0,16-03-2020
122,Nordrhein-Westfalen,LK Wesel,A60-A79,W,2,0,1584489600000,0,18-03-2020
123,Nordrhein-Westfalen,LK Wesel,A60-A79,W,3,0,1584662400000,0,20-03-2020
124,Nordrhein-Westfalen,LK Wesel,A60-A79,W,1,0,1584748800000,0,21-03-2020
125,Nordrhein-Westfalen,LK Wesel,A60-A79,W,3,0,1584921600000,0,23-03-2020
126,Nordrhein-Westfalen,LK Wesel,A60-A79,W,1,0,1585008000000,0,24-03-2020
127,Nordrhein-Westfalen,LK Wesel,A80+,M,1,1,1584921600000,0,23-03-2020
128,Nordrhein-Westfalen,LK Wesel,A80+,W,1,0,1584403200000,0,17-03-2020
129,Nordrhein-Westfalen,LK Wesel,A80+,W,1,0,1585008000000,0,24-03-2020
130,Nordrhein-Westfalen,LK Wesel,A80+,W,1,0,1585094400000,0,25-03-2020
131,Hessen,SK Darmstadt,A15-A34,M,3,0,1584489600000,0,18-03-2020
132,Hessen,SK Darmstadt,A15-A34,M,2,0,1584576000000,0,19-03-2020
133,Hessen,SK Darmstadt,A15-A34,M,3,0,1584662400000,0,20-03-2020
134,Hessen,SK Darmstadt,A15-A34,M,1,0,1584748800000,0,21-03-2020
135,Hessen,SK Darmstadt,A15-A34,M,1,0,1585008000000,0,24-03-2020
136,Hessen,SK Darmstadt,A15-A34,M,2,0,1585094400000,0,25-03-2020
137,Hessen,SK Darmstadt,A15-A34,M,2,0,1585180800000,1,26-03-2020
138,Hessen,SK Darmstadt,A15-A34,W,3,0,1584316800000,0,16-03-2020
139,Hessen,SK Darmstadt,A15-A34,W,1,0,1584403200000,0,17-03-2020
140,Hessen,SK Darmstadt,A15-A34,W,1,0,1584662400000,0,20-03-2020
141,Hessen,SK Darmstadt,A15-A34,W,1,0,1584748800000,0,21-03-2020
142,Hessen,SK Darmstadt,A15-A34,W,2,0,1585094400000,0,25-03-2020
143,Hessen,SK Darmstadt,A15-A34,W,1,0,1585180800000,1,26-03-2020
144,Hessen,SK Darmstadt,A35-A59,M,1,0,1584057600000,0,13-03-2020
145,Hessen,SK Darmstadt,A35-A59,M,2,0,1584316800000,0,16-03-2020
146,Hessen,SK Darmstadt,A35-A59,M,3,0,1584489600000,0,18-03-2020
147,Hessen,SK Darmstadt,A35-A59,M,2,0,1584662400000,0,20-03-2020
148,Hessen,SK Darmstadt,A35-A59,M,1,0,1585008000000,0,24-03-2020
149,Hessen,SK Darmstadt,A35-A59,M,3,0,1585180800000,1,26-03-2020
150,Hessen,SK Darmstadt,A35-A59,W,1,0,1584057600000,0,13-03-2020
151,Hessen,SK Darmstadt,A35-A59,W,2,0,1584748800000,0,21-03-2020
152,Hessen,SK Darmstadt,A35-A59,W,1,0,1585008000000,0,24-03-2020
153,Hessen,SK Darmstadt,A35-A59,W,2,0,1585180800000,1,26-03-2020
154,Hessen,SK Darmstadt,A60-A79,M,1,0,1584316800000,0,16-03-2020
155,Hessen,SK Darmstadt,A60-A79,M,4,0,1585094400000,0,25-03-2020
156,Hessen,SK Darmstadt,A60-A79,M,1,0,1585180800000,1,26-03-2020
157,Hessen,SK Darmstadt,A60-A79,W,1,0,1585180800000,1,26-03-2020
158,Sachsen,LK Mittelsachsen,A15-A34,M,1,0,1584489600000,0,18-03-2020
159,Sachsen,LK Mittelsachsen,A15-A34,M,2,0,1584576000000,0,19-03-2020
160,Sachsen,LK Mittelsachsen,A15-A34,M,1,0,1585008000000,0,24-03-2020
161,Sachsen,LK Mittelsachsen,A15-A34,M,1,0,1585094400000,1,25-03-2020
162,Sachsen,LK Mittelsachsen,A15-A34,W,1,0,1584057600000,0,13-03-2020
163,Sachsen,LK Mittelsachsen,A15-A34,W,1,0,1584144000000,0,14-03-2020
164,Sachsen,LK Mittelsachsen,A15-A34,W,1,0,1584489600000,0,18-03-2020
165,Sachsen,LK Mittelsachsen,A15-A34,W,1,0,1584576000000,0,19-03-2020
166,Sachsen,LK Mittelsachsen,A15-A34,W,1,0,1584748800000,0,21-03-2020
167,Sachsen,LK Mittelsachsen,A15-A34,W,1,0,1585008000000,0,24-03-2020
168,Sachsen,LK Mittelsachsen,A35-A59,M,2,0,1584316800000,0,16-03-2020
169,Sachsen,LK Mittelsachsen,A35-A59,M,2,0,1584403200000,0,17-03-2020
170,Sachsen,LK Mittelsachsen,A35-A59,M,2,0,1584489600000,0,18-03-2020
171,Sachsen,LK Mittelsachsen,A35-A59,M,1,0,1584576000000,0,19-03-2020
172,Sachsen,LK Mittelsachsen,A35-A59,M,1,0,1584662400000,0,20-03-2020
173,Sachsen,LK Mittelsachsen,A35-A59,M,2,0,1584748800000,0,21-03-2020
174,Sachsen,LK Mittelsachsen,A35-A59,M,4,0,1585008000000,0,24-03-2020
175,Sachsen,LK Mittelsachsen,A35-A59,M,1,0,1585094400000,0,25-03-2020
176,Sachsen,LK Mittelsachsen,A35-A59,M,2,0,1585094400000,1,25-03-2020
177,Sachsen,LK Mittelsachsen,A35-A59,W,2,0,1584057600000,0,13-03-2020
178,Sachsen,LK Mittelsachsen,A35-A59,W,1,0,1584316800000,0,16-03-2020
179,Sachsen,LK Mittelsachsen,A35-A59,W,1,0,1584403200000,0,17-03-2020
180,Sachsen,LK Mittelsachsen,A35-A59,W,1,0,1584489600000,0,18-03-2020
181,Sachsen,LK Mittelsachsen,A35-A59,W,3,0,1584576000000,0,19-03-2020
182,Sachsen,LK Mittelsachsen,A35-A59,W,2,0,1584662400000,0,20-03-2020
183,Sachsen,LK Mittelsachsen,A35-A59,W,1,0,1584748800000,0,21-03-2020
184,Sachsen,LK Mittelsachsen,A35-A59,W,1,0,1584921600000,0,23-03-2020
185,Sachsen,LK Mittelsachsen,A35-A59,W,3,0,1585008000000,0,24-03-2020
186,Sachsen,LK Mittelsachsen,A60-A79,M,1,0,1584057600000,0,13-03-2020
187,Sachsen,LK Mittelsachsen,A60-A79,M,1,0,1584662400000,0,20-03-2020
188,Sachsen,LK Mittelsachsen,A60-A79,M,1,0,1584748800000,0,21-03-2020
189,Sachsen,LK Mittelsachsen,A60-A79,M,1,0,1585094400000,1,25-03-2020
190,Sachsen,LK Mittelsachsen,A60-A79,M,2,0,1585180800000,1,26-03-2020
191,Sachsen,LK Mittelsachsen,A60-A79,W,1,0,1584576000000,0,19-03-2020
192,Sachsen,LK Mittelsachsen,A60-A79,W,1,0,1584662400000,0,20-03-2020
193,Sachsen,LK Mittelsachsen,A60-A79,W,1,0,1584921600000,0,23-03-2020
194,Sachsen,LK Mittelsachsen,A60-A79,W,1,0,1585008000000,0,24-03-2020
195,Sachsen,LK Mittelsachsen,A60-A79,W,1,0,1585180800000,1,26-03-2020
196,Sachsen,LK Mittelsachsen,A80+,M,1,0,1584835200000,0,22-03-2020
197,Sachsen,LK Mittelsachsen,A80+,M,1,0,1585008000000,1,24-03-2020
198,Sachsen,LK Mittelsachsen,A80+,W,1,0,1584662400000,0,20-03-2020
199,Sachsen,LK Mittelsachsen,A80+,W,1,0,1584921600000,0,23-03-2020
200,Sachsen,LK Mittelsachsen,A80+,W,1,0,1585094400000,1,25-03-2020
201,Schleswig-Holstein,LK Pinneberg,A05-A14,M,1,0,1584316800000,0,16-03-2020
202,Schleswig-Holstein,LK Pinneberg,A05-A14,W,1,0,1584057600000,0,13-03-2020
203,Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1584144000000,0,14-03-2020
204,Schleswig-Holstein,LK Pinneberg,A15-A34,M,3,0,1584403200000,0,17-03-2020
205,Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1584489600000,0,18-03-2020
206,Schleswig-Holstein,LK Pinneberg,A15-A34,M,2,0,1584576000000,0,19-03-2020
207,Schleswig-Holstein,LK Pinneberg,A15-A34,M,2,0,1584662400000,0,20-03-2020
208,Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1584748800000,0,21-03-2020
209,Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1584835200000,0,22-03-2020
210,Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1584835200000,1,22-03-2020
211,Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1584921600000,0,23-03-2020
212,Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1585008000000,0,24-03-2020
213,Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1585008000000,1,24-03-2020
214,Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1585094400000,0,25-03-2020
215,Schleswig-Holstein,LK Pinneberg,A15-A34,M,1,0,1585180800000,1,26-03-2020
216,Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1583712000000,0,09-03-2020
217,Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1583971200000,0,12-03-2020
218,Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1584144000000,0,14-03-2020
219,Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1584403200000,0,17-03-2020
220,Schleswig-Holstein,LK Pinneberg,A15-A34,W,2,0,1584576000000,0,19-03-2020
221,Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1584662400000,0,20-03-2020
222,Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1584748800000,0,21-03-2020
223,Schleswig-Holstein,LK Pinneberg,A15-A34,W,3,0,1584835200000,0,22-03-2020
224,Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1584921600000,0,23-03-2020
225,Schleswig-Holstein,LK Pinneberg,A15-A34,W,3,0,1585008000000,0,24-03-2020
226,Schleswig-Holstein,LK Pinneberg,A15-A34,W,2,0,1585094400000,1,25-03-2020
227,Schleswig-Holstein,LK Pinneberg,A15-A34,W,1,0,1585180800000,1,26-03-2020
228,Schleswig-Holstein,LK Pinneberg,A35-A59,M,1,0,1583193600000,0,03-03-2020
229,Schleswig-Holstein,LK Pinneberg,A35-A59,M,1,0,1583884800000,0,11-03-2020
230,Schleswig-Holstein,LK Pinneberg,A35-A59,M,1,0,1583971200000,0,12-03-2020
231,Schleswig-Holstein,LK Pinneberg,A35-A59,M,3,0,1584057600000,0,13-03-2020
232,Schleswig-Holstein,LK Pinneberg,A35-A59,M,3,0,1584144000000,0,14-03-2020
233,Schleswig-Holstein,LK Pinneberg,A35-A59,M,1,0,1584230400000,0,15-03-2020
234,Schleswig-Holstein,LK Pinneberg,A35-A59,M,1,0,1584316800000,0,16-03-2020
235,Schleswig-Holstein,LK Pinneberg,A35-A59,M,4,0,1584403200000,0,17-03-2020
236,Schleswig-Holstein,LK Pinneberg,A35-A59,M,2,0,1584489600000,0,18-03-2020
237,Schleswig-Holstein,LK Pinneberg,A35-A59,M,4,0,1584576000000,0,19-03-2020
238,Schleswig-Holstein,LK Pinneberg,A35-A59,M,5,0,1584662400000,0,20-03-2020
239,Schleswig-Holstein,LK Pinneberg,A35-A59,M,2,0,1584748800000,0,21-03-2020
240,Schleswig-Holstein,LK Pinneberg,A35-A59,M,2,0,1584835200000,0,22-03-2020
241,Schleswig-Holstein,LK Pinneberg,A35-A59,M,3,0,1584921600000,0,23-03-2020
242,Schleswig-Holstein,LK Pinneberg,A35-A59,M,3,0,1585008000000,0,24-03-2020
243,Schleswig-Holstein,LK Pinneberg,A35-A59,M,1,0,1585008000000,1,24-03-2020
244,Schleswig-Holstein,LK Pinneberg,A35-A59,M,3,0,1585094400000,1,25-03-2020
245,Schleswig-Holstein,LK Pinneberg,A35-A59,M,3,0,1585180800000,1,26-03-2020
246,Schleswig-Holstein,LK Pinneberg,A35-A59,unbekannt,1,0,1585008000000,0,24-03-2020
247,Schleswig-Holstein,LK Pinneberg,A35-A59,W,5,0,1584057600000,0,13-03-2020
248,Schleswig-Holstein,LK Pinneberg,A35-A59,W,2,0,1584144000000,0,14-03-2020
249,Schleswig-Holstein,LK Pinneberg,A35-A59,W,2,0,1584230400000,0,15-03-2020
250,Schleswig-Holstein,LK Pinneberg,A35-A59,W,3,0,1584316800000,0,16-03-2020
251,Schleswig-Holstein,LK Pinneberg,A35-A59,W,4,0,1584403200000,0,17-03-2020
252,Schleswig-Holstein,LK Pinneberg,A35-A59,W,2,0,1584489600000,0,18-03-2020
253,Schleswig-Holstein,LK Pinneberg,A35-A59,W,4,0,1584662400000,0,20-03-2020
254,Schleswig-Holstein,LK Pinneberg,A35-A59,W,3,0,1584748800000,0,21-03-2020
255,Schleswig-Holstein,LK Pinneberg,A35-A59,W,7,0,1585008000000,0,24-03-2020
256,Schleswig-Holstein,LK Pinneberg,A35-A59,W,1,0,1585008000000,1,24-03-2020
257,Schleswig-Holstein,LK Pinneberg,A35-A59,W,2,0,1585094400000,1,25-03-2020
258,Schleswig-Holstein,LK Pinneberg,A60-A79,M,2,0,1583884800000,0,11-03-2020
259,Schleswig-Holstein,LK Pinneberg,A60-A79,M,2,0,1584662400000,0,20-03-2020
260,Schleswig-Holstein,LK Pinneberg,A60-A79,M,3,0,1585008000000,0,24-03-2020
261,Schleswig-Holstein,LK Pinneberg,A60-A79,M,1,0,1585008000000,1,24-03-2020
262,Schleswig-Holstein,LK Pinneberg,A60-A79,M,1,0,1585094400000,1,25-03-2020
263,Schleswig-Holstein,LK Pinneberg,A60-A79,M,1,0,1585180800000,1,26-03-2020
264,Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1583452800000,0,06-03-2020
265,Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1583798400000,0,10-03-2020
266,Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1583884800000,0,11-03-2020
267,Schleswig-Holstein,LK Pinneberg,A60-A79,W,2,0,1584403200000,0,17-03-2020
268,Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1584489600000,0,18-03-2020
269,Schleswig-Holstein,LK Pinneberg,A60-A79,W,2,0,1584835200000,0,22-03-2020
270,Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1584921600000,0,23-03-2020
271,Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1584921600000,1,23-03-2020
272,Schleswig-Holstein,LK Pinneberg,A60-A79,W,2,0,1585008000000,0,24-03-2020
273,Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1585008000000,1,24-03-2020
274,Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1585094400000,0,25-03-2020
275,Schleswig-Holstein,LK Pinneberg,A60-A79,W,1,0,1585180800000,1,26-03-2020
276,Schleswig-Holstein,LK Pinneberg,A80+,M,1,0,1584748800000,0,21-03-2020
277,Schleswig-Holstein,LK Pinneberg,A80+,M,1,0,1584835200000,0,22-03-2020
278,Schleswig-Holstein,LK Pinneberg,A80+,M,1,0,1584921600000,0,23-03-2020
279,Schleswig-Holstein,LK Pinneberg,A80+,M,2,0,1585008000000,0,24-03-2020
280,Schleswig-Holstein,LK Pinneberg,A80+,M,1,0,1585008000000,1,24-03-2020
281,Schleswig-Holstein,LK Pinneberg,A80+,W,2,0,1585094400000,1,25-03-2020
282,Schleswig-Holstein,LK Pinneberg,A80+,W,1,0,1585180800000,1,26-03-2020
283,Schleswig-Holstein,LK Pinneberg,unbekannt,M,1,0,1585008000000,0,24-03-2020
284,Baden-Württemberg,LK Ravensburg,A00-A04,M,2,0,1585008000000,0,24-03-2020
285,Baden-Württemberg,LK Ravensburg,A00-A04,W,1,0,1584921600000,0,23-03-2020
286,Baden-Württemberg,LK Ravensburg,A05-A14,M,1,0,1584403200000,0,17-03-2020
287,Baden-Württemberg,LK Ravensburg,A05-A14,M,1,0,1584576000000,0,19-03-2020
