Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,Meldedatum,NeuerFall,date
Baden-Württemberg,LK Böblingen,A80+,W,1,0,1584921600000,0,2020-03-23
Baden-Württemberg,LK Böblingen,A80+,W,1,1,1584921600000,0,2020-03-23
Baden-Württemberg,LK Böblingen,A80+,W,1,0,1584921600000,1,2020-03-23
Niedersachsen,LK Holzminden,A15-A34,M,1,0,1584662400000,0,2020-03-20
Niedersachsen,LK Holzminden,A15-A34,W,2,0,1583884800000,0,2020-03-11
Niedersachsen,LK Holzminden,A15-A34,W,1,0,1584230400000,0,2020-03-15
Niedersachsen,LK Holzminden,A15-A34,W,2,0,1584576000000,0,2020-03-19
Niedersachsen,LK Holzminden,A15-A34,W,1,0,1585008000000,0,2020-03-24
Niedersachsen,LK Holzminden,A35-A59,M,3,0,1584230400000,0,2020-03-15
Niedersachsen,LK Holzminden,A35-A59,M,1,0,1584316800000,0,2020-03-16
Niedersachsen,LK Holzminden,A35-A59,M,2,0,1584403200000,0,2020-03-17
Niedersachsen,LK Holzminden,A35-A59,M,1,0,1584489600000,0,2020-03-18
Niedersachsen,LK Holzminden,A35-A59,M,1,0,1584576000000,0,2020-03-19
Niedersachsen,LK Holzminden,A35-A59,M,2,0,1584662400000,0,2020-03-20
Niedersachsen,LK Holzminden,A35-A59,M,2,0,1584748800000,0,2020-03-21
Niedersachsen,LK Holzminden,A35-A59,W,4,0,1584144000000,0,2020-03-14
Niedersachsen,LK Holzminden,A35-A59,W,1,0,1584230400000,0,2020-03-15
Niedersachsen,LK Holzminden,A35-A59,W,2,0,1584576000000,0,2020-03-19
Niedersachsen,LK Holzminden,A35-A59,W,1,0,1584748800000,0,2020-03-21
Niedersachsen,LK Holzminden,A35-A59,W,2,0,1585008000000,0,2020-03-24
Niedersachsen,LK Holzminden,A60-A79,M,1,0,1584576000000,0,2020-03-19
Niedersachsen,LK Holzminden,A60-A79,M,1,0,1584748800000,0,2020-03-21
Niedersachsen,LK Holzminden,A60-A79,M,1,0,1585094400000,1,2020-03-25
Niedersachsen,LK Holzminden,A60-A79,W,1,0,1584921600000,0,2020-03-23
Niedersachsen,LK Holzminden,A60-A79,W,2,0,1585008000000,0,2020-03-24
Niedersachsen,LK Holzminden,A80+,W,1,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,LK Gütersloh,A05-A14,W,1,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Gütersloh,A05-A14,W,1,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,LK Gütersloh,A15-A34,M,4,0,1583884800000,0,2020-03-11
Nordrhein-Westfalen,LK Gütersloh,A15-A34,M,1,0,1584057600000,0,2020-03-13
Nordrhein-Westfalen,LK Gütersloh,A15-A34,M,2,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,LK Gütersloh,A15-A34,M,5,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,LK Gütersloh,A15-A34,M,4,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,LK Gütersloh,A15-A34,M,6,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,LK Gütersloh,A15-A34,M,1,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Gütersloh,A15-A34,M,3,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,LK Gütersloh,A15-A34,M,1,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,LK Gütersloh,A15-A34,M,2,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Gütersloh,A15-A34,M,4,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,LK Gütersloh,A15-A34,W,1,0,1584057600000,0,2020-03-13
Nordrhein-Westfalen,LK Gütersloh,A15-A34,W,1,0,1584230400000,0,2020-03-15
Nordrhein-Westfalen,LK Gütersloh,A15-A34,W,1,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,LK Gütersloh,A15-A34,W,1,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,LK Gütersloh,A15-A34,W,3,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,LK Gütersloh,A15-A34,W,1,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Gütersloh,A15-A34,W,3,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,LK Gütersloh,A15-A34,W,2,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,LK Gütersloh,A15-A34,W,2,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Gütersloh,A15-A34,W,2,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,2,0,1583884800000,0,2020-03-11
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,1,0,1583971200000,0,2020-03-12
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,13,0,1584057600000,0,2020-03-13
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,1,0,1584144000000,0,2020-03-14
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,4,0,1584230400000,0,2020-03-15
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,17,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,3,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,11,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,14,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,5,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,9,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,1,0,1584835200000,0,2020-03-22
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,3,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,2,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,1,0,1585008000000,1,2020-03-24
Nordrhein-Westfalen,LK Gütersloh,A35-A59,M,5,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,LK Gütersloh,A35-A59,W,2,0,1584057600000,0,2020-03-13
Nordrhein-Westfalen,LK Gütersloh,A35-A59,W,2,0,1584230400000,0,2020-03-15
Nordrhein-Westfalen,LK Gütersloh,A35-A59,W,12,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,LK Gütersloh,A35-A59,W,4,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,LK Gütersloh,A35-A59,W,3,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,LK Gütersloh,A35-A59,W,10,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,LK Gütersloh,A35-A59,W,3,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Gütersloh,A35-A59,W,6,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,LK Gütersloh,A35-A59,W,2,0,1584835200000,0,2020-03-22
Nordrhein-Westfalen,LK Gütersloh,A35-A59,W,3,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,LK Gütersloh,A35-A59,W,3,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Gütersloh,A35-A59,W,3,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,LK Gütersloh,A60-A79,M,3,0,1584230400000,0,2020-03-15
Nordrhein-Westfalen,LK Gütersloh,A60-A79,M,3,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,LK Gütersloh,A60-A79,M,3,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,LK Gütersloh,A60-A79,M,1,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,LK Gütersloh,A60-A79,M,3,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Gütersloh,A60-A79,M,1,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,LK Gütersloh,A60-A79,M,2,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,LK Gütersloh,A60-A79,M,2,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Gütersloh,A60-A79,M,1,0,1585008000000,1,2020-03-24
Nordrhein-Westfalen,LK Gütersloh,A60-A79,M,2,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,LK Gütersloh,A60-A79,W,1,0,1584230400000,0,2020-03-15
Nordrhein-Westfalen,LK Gütersloh,A60-A79,W,4,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,LK Gütersloh,A60-A79,W,1,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,LK Gütersloh,A60-A79,W,1,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Gütersloh,A60-A79,W,5,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,LK Gütersloh,A80+,W,2,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,LK Gütersloh,A80+,W,1,0,1585094400000,1,2020-03-25
Rheinland-Pfalz,LK Mainz-Bingen,A00-A04,W,1,0,1585008000000,0,2020-03-24
Rheinland-Pfalz,LK Mainz-Bingen,A05-A14,W,1,0,1584748800000,0,2020-03-21
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,M,1,0,1583884800000,0,2020-03-11
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,M,2,0,1584403200000,0,2020-03-17
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,M,1,0,1584576000000,0,2020-03-19
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,M,1,0,1584662400000,0,2020-03-20
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,M,1,0,1584835200000,0,2020-03-22
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,M,1,0,1584921600000,0,2020-03-23
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,M,5,0,1585008000000,0,2020-03-24
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,M,2,0,1585094400000,0,2020-03-25
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,M,1,0,1585094400000,1,2020-03-25
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,W,3,0,1584057600000,0,2020-03-13
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,W,1,0,1584230400000,0,2020-03-15
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,W,1,0,1584576000000,0,2020-03-19
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,W,2,0,1584662400000,0,2020-03-20
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,W,2,0,1584748800000,0,2020-03-21
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,W,2,0,1584921600000,0,2020-03-23
Rheinland-Pfalz,LK Mainz-Bingen,A15-A34,W,1,0,1585094400000,1,2020-03-25
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,1,0,1583884800000,0,2020-03-11
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,2,0,1583971200000,0,2020-03-12
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,1,0,1584057600000,0,2020-03-13
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,2,0,1584144000000,0,2020-03-14
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,2,0,1584230400000,0,2020-03-15
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,1,0,1584316800000,0,2020-03-16
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,2,0,1584489600000,0,2020-03-18
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,1,0,1584576000000,0,2020-03-19
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,3,0,1584662400000,0,2020-03-20
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,2,0,1584748800000,0,2020-03-21
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,1,0,1584835200000,0,2020-03-22
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,3,0,1585008000000,0,2020-03-24
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,M,3,0,1585094400000,1,2020-03-25
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,W,1,0,1583971200000,0,2020-03-12
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,W,1,0,1584144000000,0,2020-03-14
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,W,2,0,1584403200000,0,2020-03-17
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,W,2,0,1584489600000,0,2020-03-18
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,W,1,0,1584576000000,0,2020-03-19
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,W,1,0,1584662400000,0,2020-03-20
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,W,1,0,1584748800000,0,2020-03-21
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,W,1,0,1584835200000,0,2020-03-22
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,W,1,0,1584921600000,0,2020-03-23
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,W,3,0,1585008000000,0,2020-03-24
Rheinland-Pfalz,LK Mainz-Bingen,A35-A59,W,2,0,1585094400000,1,2020-03-25
Rheinland-Pfalz,LK Mainz-Bingen,A60-A79,M,1,0,1584489600000,0,2020-03-18
Rheinland-Pfalz,LK Mainz-Bingen,A60-A79,M,2,0,1584576000000,0,2020-03-19
Rheinland-Pfalz,LK Mainz-Bingen,A60-A79,M,1,0,1584662400000,0,2020-03-20
Rheinland-Pfalz,LK Mainz-Bingen,A60-A79,M,3,0,1584921600000,0,2020-03-23
Rheinland-Pfalz,LK Mainz-Bingen,A60-A79,M,1,0,1585008000000,0,2020-03-24
Rheinland-Pfalz,LK Mainz-Bingen,A60-A79,W,1,0,1584489600000,0,2020-03-18
Rheinland-Pfalz,LK Mainz-Bingen,A60-A79,W,1,0,1584662400000,0,2020-03-20
Rheinland-Pfalz,LK Mainz-Bingen,A60-A79,W,2,0,1584748800000,0,2020-03-21
Rheinland-Pfalz,LK Mainz-Bingen,A60-A79,W,3,0,1584921600000,0,2020-03-23
Rheinland-Pfalz,LK Mainz-Bingen,A80+,M,1,0,1584403200000,0,2020-03-17
Rheinland-Pfalz,LK Mainz-Bingen,A80+,W,1,0,1584748800000,0,2020-03-21
Niedersachsen,LK Schaumburg,A15-A34,M,1,0,1584489600000,0,2020-03-18
Niedersachsen,LK Schaumburg,A15-A34,M,1,0,1584662400000,0,2020-03-20
Niedersachsen,LK Schaumburg,A15-A34,M,2,0,1585008000000,0,2020-03-24
Niedersachsen,LK Schaumburg,A15-A34,W,1,0,1584489600000,0,2020-03-18
Niedersachsen,LK Schaumburg,A15-A34,W,1,0,1584748800000,0,2020-03-21
Niedersachsen,LK Schaumburg,A15-A34,W,2,0,1584921600000,0,2020-03-23
Niedersachsen,LK Schaumburg,A15-A34,W,2,0,1585008000000,0,2020-03-24
Niedersachsen,LK Schaumburg,A35-A59,M,1,0,1583971200000,0,2020-03-12
Niedersachsen,LK Schaumburg,A35-A59,M,1,0,1584144000000,0,2020-03-14
Niedersachsen,LK Schaumburg,A35-A59,M,2,0,1584403200000,0,2020-03-17
Niedersachsen,LK Schaumburg,A35-A59,M,4,0,1584489600000,0,2020-03-18
Niedersachsen,LK Schaumburg,A35-A59,M,1,0,1584576000000,0,2020-03-19
Niedersachsen,LK Schaumburg,A35-A59,M,1,0,1584662400000,0,2020-03-20
Niedersachsen,LK Schaumburg,A35-A59,M,1,0,1584921600000,0,2020-03-23
Niedersachsen,LK Schaumburg,A35-A59,M,1,0,1585008000000,0,2020-03-24
Niedersachsen,LK Schaumburg,A35-A59,W,1,0,1583971200000,0,2020-03-12
Niedersachsen,LK Schaumburg,A35-A59,W,2,0,1584316800000,0,2020-03-16
Niedersachsen,LK Schaumburg,A35-A59,W,3,0,1584403200000,0,2020-03-17
Niedersachsen,LK Schaumburg,A35-A59,W,2,0,1584576000000,0,2020-03-19
Niedersachsen,LK Schaumburg,A35-A59,W,1,0,1584662400000,0,2020-03-20
Niedersachsen,LK Schaumburg,A60-A79,M,1,0,1584489600000,0,2020-03-18
Niedersachsen,LK Schaumburg,A60-A79,M,1,0,1584662400000,0,2020-03-20
Niedersachsen,LK Schaumburg,A60-A79,W,1,0,1584403200000,0,2020-03-17
Niedersachsen,LK Schaumburg,A60-A79,W,1,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,SK Duisburg,A00-A04,M,1,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,SK Duisburg,A05-A14,W,1,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,SK Duisburg,A05-A14,W,1,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,SK Duisburg,A15-A34,M,1,0,1584057600000,0,2020-03-13
Nordrhein-Westfalen,SK Duisburg,A15-A34,M,3,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,SK Duisburg,A15-A34,M,2,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,SK Duisburg,A15-A34,M,1,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,SK Duisburg,A15-A34,M,4,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,SK Duisburg,A15-A34,M,2,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,SK Duisburg,A15-A34,M,4,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,SK Duisburg,A15-A34,M,5,0,1584835200000,0,2020-03-22
Nordrhein-Westfalen,SK Duisburg,A15-A34,M,3,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,SK Duisburg,A15-A34,M,1,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,SK Duisburg,A15-A34,M,1,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,SK Duisburg,A15-A34,W,1,0,1583020800000,0,2020-03-01
Nordrhein-Westfalen,SK Duisburg,A15-A34,W,1,0,1583280000000,0,2020-03-04
Nordrhein-Westfalen,SK Duisburg,A15-A34,W,1,0,1583798400000,0,2020-03-10
Nordrhein-Westfalen,SK Duisburg,A15-A34,W,1,0,1583971200000,0,2020-03-12
Nordrhein-Westfalen,SK Duisburg,A15-A34,W,2,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,SK Duisburg,A15-A34,W,1,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,SK Duisburg,A15-A34,W,2,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,SK Duisburg,A15-A34,W,4,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,SK Duisburg,A15-A34,W,6,0,1584835200000,0,2020-03-22
Nordrhein-Westfalen,SK Duisburg,A15-A34,W,2,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,SK Duisburg,A15-A34,W,3,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,SK Duisburg,A15-A34,W,5,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,1,0,1583452800000,0,2020-03-06
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,4,0,1583798400000,0,2020-03-10
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,1,0,1583884800000,0,2020-03-11
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,3,0,1584057600000,0,2020-03-13
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,8,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,6,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,3,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,3,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,4,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,7,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,3,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,2,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,SK Duisburg,A35-A59,M,4,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,SK Duisburg,A35-A59,W,7,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,SK Duisburg,A35-A59,W,2,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,SK Duisburg,A35-A59,W,4,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,SK Duisburg,A35-A59,W,5,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,SK Duisburg,A35-A59,W,3,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,SK Duisburg,A35-A59,W,1,0,1584748800000,1,2020-03-21
Nordrhein-Westfalen,SK Duisburg,A35-A59,W,4,0,1584835200000,0,2020-03-22
Nordrhein-Westfalen,SK Duisburg,A35-A59,W,5,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,SK Duisburg,A35-A59,W,1,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,SK Duisburg,A35-A59,W,1,0,1585008000000,1,2020-03-24
Nordrhein-Westfalen,SK Duisburg,A35-A59,W,2,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,SK Duisburg,A60-A79,M,3,0,1584316800000,0,2020-03-16
Nordrhein-Westfalen,SK Duisburg,A60-A79,M,2,0,1584403200000,0,2020-03-17
Nordrhein-Westfalen,SK Duisburg,A60-A79,M,2,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,SK Duisburg,A60-A79,M,5,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,SK Duisburg,A60-A79,M,2,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,SK Duisburg,A60-A79,M,1,0,1584835200000,0,2020-03-22
Nordrhein-Westfalen,SK Duisburg,A60-A79,M,1,0,1585008000000,1,2020-03-24
Nordrhein-Westfalen,SK Duisburg,A60-A79,M,7,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,SK Duisburg,A60-A79,W,2,0,1584489600000,0,2020-03-18
Nordrhein-Westfalen,SK Duisburg,A60-A79,W,3,0,1584576000000,0,2020-03-19
Nordrhein-Westfalen,SK Duisburg,A60-A79,W,3,0,1584748800000,0,2020-03-21
Nordrhein-Westfalen,SK Duisburg,A60-A79,W,1,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,SK Duisburg,A60-A79,W,3,0,1585008000000,1,2020-03-24
Nordrhein-Westfalen,SK Duisburg,A80+,M,1,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,SK Duisburg,A80+,M,1,1,1584748800000,0,2020-03-21
Nordrhein-Westfalen,SK Duisburg,A80+,M,1,0,1584921600000,0,2020-03-23
Nordrhein-Westfalen,SK Duisburg,A80+,M,1,0,1585094400000,1,2020-03-25
Nordrhein-Westfalen,SK Duisburg,A80+,W,1,0,1584662400000,0,2020-03-20
Nordrhein-Westfalen,SK Duisburg,A80+,W,1,0,1585008000000,0,2020-03-24
Nordrhein-Westfalen,SK Duisburg,A80+,W,1,0,1585094400000,1,2020-03-25
Bayern,LK Freising,A00-A04,M,1,0,1583452800000,0,2020-03-06
Bayern,LK Freising,A05-A14,M,1,0,1583452800000,0,2020-03-06
Bayern,LK Freising,A05-A14,M,1,0,1583798400000,0,2020-03-10
Bayern,LK Freising,A05-A14,M,1,0,1584144000000,0,2020-03-14
Bayern,LK Freising,A05-A14,M,1,0,1584489600000,0,2020-03-18
Bayern,LK Freising,A05-A14,M,1,0,1584576000000,0,2020-03-19
Bayern,LK Freising,A05-A14,M,1,0,1584748800000,0,2020-03-21
Bayern,LK Freising,A05-A14,M,1,0,1584921600000,0,2020-03-23
Bayern,LK Freising,A05-A14,W,1,0,1583625600000,0,2020-03-08
Bayern,LK Freising,A05-A14,W,2,0,1583798400000,0,2020-03-10
Bayern,LK Freising,A05-A14,W,1,0,1584144000000,0,2020-03-14
Bayern,LK Freising,A05-A14,W,1,0,1584489600000,0,2020-03-18
Bayern,LK Freising,A05-A14,W,1,0,1584576000000,0,2020-03-19
Bayern,LK Freising,A05-A14,W,1,0,1584921600000,0,2020-03-23
Bayern,LK Freising,A05-A14,W,1,0,1585008000000,0,2020-03-24
Bayern,LK Freising,A15-A34,M,1,0,1583452800000,0,2020-03-06
Bayern,LK Freising,A15-A34,M,2,0,1583625600000,0,2020-03-08
Bayern,LK Freising,A15-A34,M,1,0,1583712000000,0,2020-03-09
Bayern,LK Freising,A15-A34,M,1,0,1583798400000,0,2020-03-10
Bayern,LK Freising,A15-A34,M,2,0,1584144000000,0,2020-03-14
Bayern,LK Freising,A15-A34,M,4,0,1584316800000,0,2020-03-16
Bayern,LK Freising,A15-A34,M,2,0,1584489600000,0,2020-03-18
Bayern,LK Freising,A15-A34,M,5,0,1584576000000,0,2020-03-19
Bayern,LK Freising,A15-A34,M,1,0,1584662400000,0,2020-03-20
Bayern,LK Freising,A15-A34,M,3,0,1584748800000,0,2020-03-21
Bayern,LK Freising,A15-A34,M,1,0,1584921600000,0,2020-03-23
Bayern,LK Freising,A15-A34,M,5,0,1585008000000,0,2020-03-24
Bayern,LK Freising,A15-A34,W,4,0,1583452800000,0,2020-03-06
Bayern,LK Freising,A15-A34,W,1,0,1583625600000,0,2020-03-08
Bayern,LK Freising,A15-A34,W,1,0,1583712000000,0,2020-03-09
Bayern,LK Freising,A15-A34,W,2,0,1583798400000,0,2020-03-10
Bayern,LK Freising,A15-A34,W,2,0,1584144000000,0,2020-03-14
Bayern,LK Freising,A15-A34,W,2,0,1584403200000,0,2020-03-17
Bayern,LK Freising,A15-A34,W,3,0,1584489600000,0,2020-03-18
Bayern,LK Freising,A15-A34,W,5,0,1584576000000,0,2020-03-19
Bayern,LK Freising,A15-A34,W,1,0,1584662400000,0,2020-03-20
Bayern,LK Freising,A15-A34,W,2,0,1584748800000,0,2020-03-21
Bayern,LK Freising,A15-A34,W,2,0,1585008000000,0,2020-03-24
Bayern,LK Freising,A15-A34,W,3,0,1585094400000,0,2020-03-25
Bayern,LK Freising,A35-A59,M,1,0,1583020800000,0,2020-03-01
Bayern,LK Freising,A35-A59,M,1,0,1583280000000,0,2020-03-04
Bayern,LK Freising,A35-A59,M,7,0,1583452800000,0,2020-03-06
Bayern,LK Freising,A35-A59,M,1,0,1583539200000,0,2020-03-07
Bayern,LK Freising,A35-A59,M,4,0,1583625600000,0,2020-03-08
Bayern,LK Freising,A35-A59,M,3,0,1583798400000,0,2020-03-10
Bayern,LK Freising,A35-A59,M,1,0,1584057600000,0,2020-03-13
Bayern,LK Freising,A35-A59,M,6,0,1584144000000,0,2020-03-14
Bayern,LK Freising,A35-A59,M,2,0,1584316800000,0,2020-03-16
Bayern,LK Freising,A35-A59,M,5,0,1584403200000,0,2020-03-17
Bayern,LK Freising,A35-A59,M,4,0,1584489600000,0,2020-03-18
Bayern,LK Freising,A35-A59,M,2,0,1584576000000,0,2020-03-19
Bayern,LK Freising,A35-A59,M,8,0,1584662400000,0,2020-03-20
Bayern,LK Freising,A35-A59,M,13,0,1584748800000,0,2020-03-21
Bayern,LK Freising,A35-A59,M,7,0,1584835200000,0,2020-03-22
Bayern,LK Freising,A35-A59,M,4,0,1584921600000,0,2020-03-23
Bayern,LK Freising,A35-A59,M,7,0,1585008000000,0,2020-03-24
Bayern,LK Freising,A35-A59,M,3,0,1585094400000,0,2020-03-25
Bayern,LK Freising,A35-A59,unbekannt,1,0,1584489600000,0,2020-03-18
Bayern,LK Freising,A35-A59,W,1,0,1581465600000,0,2020-02-12
Bayern,LK Freising,A35-A59,W,2,0,1583452800000,0,2020-03-06
Bayern,LK Freising,A35-A59,W,2,0,1583539200000,0,2020-03-07
Bayern,LK Freising,A35-A59,W,2,0,1583625600000,0,2020-03-08
